date,confirmed,deaths,new_confirmed,new_deaths,new_confirmed_7dma,new_deaths_7dma,cfr
2020-12-02,64677389,1569854,640247,12486,592788.2857142857,10512.142857142857,0.02427206824938465
2020-12-03,65367986,1582561,690597,12707,607264.8571428572,10764.285714285714,0.024210031497681448
2020-12-04,66064345,1594992,696359,12431,607410.1428571428,10894.285714285714,0.02414300785090657
2020-12-05,66706697,1605596,642352,10604,612379.4285714285,11049.57142857143,0.02406948735596967
2020-12-06,67250638,1613691,543941,8095,619282.2857142857,11112.714285714286,0.023995177562479035
2020-12-07,67785484,1622523,534846,8832,623320.7142857143,11077.42857142857,0.02393614243427103
2020-12-08,68416150,1634560,630666,12039,625572.5714285715,11027.714285714286,0.023891434990130255
2020-12-09,69081500,1647129,665350,12569,629158.7142857143,11039.57142857143,0.023843272077184195
2020-12-10,70576907,1659547,1495407,12418,744131.5714285715,10998.285714285714,0.023514022795019907
2020-12-11,71282658,1672729,705751,13182,745473.2857142857,11105.57142857143,0.02346614235400706
2020-12-12,71931348,1683558,648690,10829,746378.7142857143,11137.714285714286,0.023405066731128132
2020-12-13,72470142,1691787,538794,8229,745643.4285714285,11156.857142857143,0.023344607217686976
2020-12-14,73021298,1700981,551156,9194,747973.4285714285,11208.57142857143,0.023294313393333543
2020-12-15,73669919,1714204,648621,13223,750538.4285714285,11377.714285714286,0.023268710258796402
2020-12-16,74387461,1728111,717576,13907,757999.2857142857,11568.857142857143,0.023231213658441708
2020-12-17,75126063,1741277,738602,13166,649884.2857142857,11675.714285714286,0.023178068042777646
2020-12-18,75847501,1754342,721438,13065,652125.2857142857,11659.0,0.023129858952109707
2020-12-19,76483006,1765600,635505,11258,650241.7142857143,11720.285714285714,0.023084866721896365
2020-12-20,77030307,1773979,547301,8379,651457.0,11741.714285714286,0.023029623911533938
2020-12-21,77576529,1783464,546222,9485,650752.1428571428,11783.285714285714,0.022989737011822223
2020-12-22,78227986,1797308,651457,13844,651157.2857142857,11872.0,0.02297525593973492
2020-12-23,78910081,1811049,682095,13741,646088.5714285715,11848.285714285714,0.022950793828230894
2020-12-24,79603472,1823258,693391,12209,639629.8571428572,11711.571428571428,0.022904252216536483
2020-12-25,80096696,1831882,493224,8624,607027.8571428572,11077.142857142857,0.022870880966176184
2020-12-26,80629340,1840235,532644,8353,592333.4285714286,10662.142857142857,0.022823391584254567
2020-12-27,81042534,1848389,413194,8154,573175.2857142857,10630.0,0.022807640738380663
2020-12-28,81541719,1857935,499185,9557,566455.7142857143,10640.285714285714,0.022785085018872366
2020-12-29,82213594,1872872,671875,14937,569372.5714285715,10796.42857142857,0.022780563516053075
2020-12-30,82938894,1888314,725300,15442,575544.7142857143,11039.428571428572,0.022767532926108225
2020-12-31,83778622,1901777,839728,13463,596450.0,11218.57142857143,0.022700027221741605
2021-01-01,84342314,1911418,563692,9641,606516.8571428572,11363.857142857143,0.022662622227794225
2021-01-02,84946690,1920880,604376,9462,616764.2857142857,11522.285714285714,0.02261277043284441
2021-01-03,85467020,1928820,520330,7940,632069.4285714285,11491.714285714286,0.022568003424010805
2021-01-04,86024461,1938770,557441,9950,640391.7142857143,11547.857142857143,0.022537426883732524
2021-01-05,86765351,1954189,740890,15419,650251.0,11616.714285714286,0.022522688809269036
2021-01-06,87556264,1969110,790913,14921,659624.2857142857,11542.285714285714,0.022489653053264128
2021-01-07,88426222,1984073,869958,14963,663942.8571428572,11756.571428571428,0.02243760906125787
2021-01-08,89261637,1999363,835415,15290,702760.4285714286,12563.57142857143,0.02239890581437578
2021-01-09,90017904,2012679,756267,13316,724459.1428571428,13114.142857142857,0.022358652118805167
2021-01-10,90619443,2022236,601539,9557,736060.4285714286,13345.142857142857,0.022315696643599982
2021-01-11,91233917,2032515,614474,10279,744208.0,13392.142857142857,0.022278063540777274
2021-01-12,91926453,2049477,692536,16962,737300.2857142857,13612.571428571428,0.022294746866824068
2021-01-13,92669726,2065943,743273,16466,730494.5714285714,13833.285714285714,0.022293612910865842
2021-01-14,93428784,2081663,759058,15720,714651.7142857143,13941.428571428572,0.022280745942278347
2021-01-15,94212637,2097380,783853,15717,707285.7142857143,14002.428571428572,0.02226219397722622
2021-01-16,94869509,2111413,656872,14033,693086.4285714285,14104.857142857143,0.022255970566897317
2021-01-17,95397119,2121283,527610,9870,682525.1428571428,14149.57142857143,0.022236342378431785
2021-01-18,95914366,2131731,517248,10448,668635.7142857143,14173.714285714286,0.022225356731232524
2021-01-19,96507148,2147411,592782,15680,654385.1428571428,13990.57142857143,0.022251315519136467
2021-01-20,97194354,2165160,687206,17749,646375.5714285714,14173.857142857143,0.02227660261006519
2021-01-21,97863110,2182453,668756,17293,633475.2857142857,14398.57142857143,0.02230107953855135
2021-01-22,98526596,2198512,663486,16059,616280.0,14447.42857142857,0.022313893803861853
2021-01-23,99103312,2213077,576716,14565,604829.1428571428,14523.42857142857,0.022331009482306707
2021-01-24,99565294,2222839,461982,9762,595453.7142857142,14508.0,0.022325440027325186
2021-01-25,100046846,2233981,481552,11142,590354.2857142857,14607.142857142857,0.022329349592889715
2021-01-26,100608158,2251396,561312,17449,585858.5714285714,14859.857142857143,0.022377867210330995
2021-01-27,101209122,2268312,600964,16916,573538.2857142857,14740.857142857143,0.022412130005435675
2021-01-28,101824237,2284838,615115,16526,565875.2857142857,14631.285714285714,0.022439038752630182
2021-01-29,102413219,2300601,588984,15763,555232.1428571428,14589.0,0.022463906734539806
2021-01-30,102928083,2313886,514864,13285,546396.1428571428,14406.142857142857,0.02248060910645737
2021-01-31,103324692,2323435,396609,9549,537057.1428571428,14375.714285714286,0.02248673531008445
2021-02-01,103767694,2333683,443002,10248,531550.0,14248.0,0.022489494659098812
2021-02-02,104233148,2348540,465454,14857,517856.0,13877.714285714286,0.022531603861758065
2021-02-03,104758397,2364399,525249,15859,507039.5714285714,13726.714285714286,0.02257001889786458
2021-02-04,105230171,2377326,471774,12927,486562.2857142857,13212.57142857143,0.0225916766779748
2021-02-05,105766676,2394507,536505,17181,479065.28571428574,13415.142857142857,0.02263952211186064
2021-02-06,106201874,2406362,435198,11855,467684.4285714286,13210.857142857143,0.022658376065943998
2021-02-07,106553422,2414130,351548,7768,461247.14285714284,12956.428571428572,0.02265652247189208
2021-02-08,106893339,2423690,339918,9647,446520.85714285716,12870.571428571428,0.022673910485666464
2021-02-09,107300629,2438420,407290,14730,438211.71428571426,12852.428571428572,0.02272512307453482
2021-02-10,107741093,2452277,440464,13857,426099.5714285714,12566.428571428572,0.02276083276786509
2021-02-11,108184860,2466147,443767,13870,422098.5714285714,12701.142857142857,0.022795675845954787
2021-02-12,108614449,2479026,429589,12879,406824.85714285716,12086.571428571428,0.02282409037493713
2021-02-13,108994937,2489712,380488,10686,399009.14285714284,11919.571428571428,0.022842455516993418
2021-02-14,109303582,2496818,308645,7106,392880.14285714284,11825.0,0.022842965933175
2021-02-15,109584404,2504635,280822,7817,384437.85714285716,11563.57142857143,0.02285576148226348
2021-02-16,109944197,2515738,359793,11103,377652.5714285714,11045.42857142857,0.022881953469540552
2021-02-17,110330576,2527093,386379,11355,369926.14285714284,10688.0,0.022904738574010527
2021-02-18,110741376,2539082,410800,11990,365216.5714285714,10419.428571428572,0.022928033691761242
2021-02-19,111151038,2550740,409662,11658,362369.85714285716,10245.0,0.022948413671134586
2021-02-20,111526248,2559836,375210,9096,361615.85714285716,10017.857142857143,0.02295276713693444
2021-02-21,111845811,2566627,319563,6791,363175.5714285714,9972.857142857143,0.022947904593404934
2021-02-22,112141380,2573874,295569,7247,365282.28571428574,9891.42857142857,0.022952044998911195
2021-02-23,112534122,2585355,392742,11481,369989.28571428574,9945.42857142857,0.02297396517653552
2021-02-24,112979052,2597797,444930,12442,378353.71428571426,10100.714285714286,0.022993616551146137
2021-02-25,113432016,2608800,452964,11003,384377.14285714284,9959.714285714286,0.02299879779973231
2021-02-26,113873956,2619349,441940,10549,388988.28571428574,9801.285714285714,0.023002177951910268
2021-02-27,114270693,2628079,396737,8730,392063.5714285714,9749.0,0.022998714114738063
2021-02-28,114578478,2634579,307785,6500,390381.0,9707.42857142857,0.022993663783873967
2021-03-01,114883979,2642087,305501,7508,391799.85714285716,9744.714285714286,0.022997871617938998
2021-03-02,115197242,2652344,387610,10257,391066.7142857143,9569.857142857143,0.023024370670263094
2021-03-03,115639088,2663901,441846,11557,390626.14285714284,9443.42857142857,0.02303633698667703
2021-03-04,116097496,2674306,458408,10406,391403.85714285716,9358.142857142857,0.023035001547320192
2021-03-05,116546593,2684847,449097,10541,392426.28571428574,9357.0,0.023036683706404014
2021-03-06,116960620,2693104,414027,8257,394896.28571428574,9289.42857142857,0.023025732934726234
2021-03-07,117335064,2699185,374444,6081,404419.0,9229.57142857143,0.023004078303481387
2021-03-08,117640533,2706378,305469,7193,404414.4285714286,9184.57142857143,0.023005489102977797
2021-03-09,118054577,2716871,414044,10493,408190.71428571426,9218.285714285714,0.023013686288503664
2021-03-10,118513444,2727028,458867,10157,410622.2857142857,9018.285714285714,0.023010283964070778
2021-03-11,119003124,2737241,489680,10213,415089.71428571426,8990.714285714286,0.02300142137445064
2021-03-12,119492372,2747105,489248,9864,420825.5714285714,8894.0,0.022989793858975368
2021-03-13,119947968,2755757,455596,8652,426764.0,8950.42857142857,0.022974603454724636
2021-03-14,120313043,2761748,365075,5994,425425.5714285714,8938.0,0.022954684971271153
2021-03-15,120667127,2769255,354084,7507,432370.5714285714,8982.857142857143,0.022949539521231826
2021-03-16,121134161,2779868,467034,10613,439940.5714285714,9000.0,0.022948670936846625
2021-03-17,121679877,2790458,545716,10590,452347.5714285714,9061.857142857143,0.02293278123547084
2021-03-18,122227806,2801179,547929,10721,460668.8571428571,9134.428571428572,0.022917690267630263
2021-03-19,122790345,2811995,562539,10816,471139.0,9270.42857142857,0.02290078263075163
2021-03-20,123288792,2820738,498447,8743,477260.5714285714,9283.42857142857,0.02287911134695845
2021-03-21,123729261,2829290,440469,8552,488031.14285714284,9648.857142857143,0.022866781690387694
2021-03-22,124150452,2837256,423405,7966,497934.14285714284,9714.42857142857,0.022853368266432087
2021-03-23,124656291,2848741,505839,11485,503477.7142857143,9839.0,0.02285276560971961
2021-03-24,125285990,2859349,631700,10608,515761.14285714284,9841.57142857143,0.022822575772438722
2021-03-25,125938183,2870902,652193,11553,530656.0,9960.42857142857,0.02279612053796266
2021-03-26,126578225,2883671,640042,12769,541727.8571428572,10239.42857142857,0.02278173042796263
2021-03-27,127162758,2893881,584533,10210,554025.8571428572,10449.0,0.022757299743372976
2021-03-28,127655412,2901166,492654,7285,561480.8571428572,10268.0,0.022726541354940753
2021-03-29,128114688,2909829,459276,8663,566605.2857142857,10367.57142857143,0.022712688493609724
2021-03-30,128676894,2921730,562206,11905,574657.7142857143,10427.571428571428,0.022705941285775827
2021-03-31,129350790,2934661,673896,12931,580685.7142857143,10759.42857142857,0.02268761559167903
2021-04-01,130060609,2946963,709819,12302,588918.0,10866.42857142857,0.02265838229313535
2021-04-02,130705394,2957615,644785,10652,589595.5714285714,10564.0,0.022628102096536276
2021-04-03,131245744,2966954,540350,9339,583283.7142857143,10439.57142857143,0.022606096849890997
2021-04-04,131805666,2974382,559922,7428,592893.4285714286,10460.0,0.022566419868475154
2021-04-05,132302655,2982636,496989,8254,598281.0,10401.57142857143,0.02254403738156275
2021-04-06,132910149,2995089,607494,12453,604750.7142857143,10479.857142857143,0.022534689958100942
2021-04-07,133573288,3010448,663139,15359,603214.0,10826.714285714286,0.02253779962352952
2021-04-08,134409344,3024749,836056,14301,621247.8571428572,11112.285714285714,0.02250400835227646
2021-04-09,135156662,3039094,752105,14345,636579.2857142857,11639.857142857143,0.022485713652797966
2021-04-10,135827306,3052100,670644,13006,655192.7142857143,12163.714285714286,0.022470444933951644
2021-04-11,136536918,3061223,709612,9123,676577.0,12405.857142857143,0.022420478247502262
2021-04-12,137150764,3071131,613846,9908,693270.8571428572,12642.142857142857,0.02239237252808887
2021-04-13,137914588,3084925,763824,13794,715603.7142857143,12833.714285714286,0.022368373387737634
2021-04-14,138725902,3099015,811314,14090,736771.5714285714,12652.42857142857,0.02233912308604056
2021-04-15,139547133,3112671,821231,13656,734653.7142857143,12560.285714285714,0.02230551737669881
2021-04-16,140406983,3126051,859850,13380,750045.8571428572,12422.42857142857,0.022264213169511663
2021-04-17,141200970,3138668,794040,12617,767673.8571428572,12366.857142857143,0.02222837421017717
2021-04-18,141901080,3147807,700110,9139,766316.4285714286,12369.142857142857,0.02218310812010733
2021-04-19,142592012,3158941,690932,11134,777328.7142857143,12544.285714285714,0.022153702410763376
2021-04-20,143431609,3173235,839597,14294,788153.4285714285,12615.714285714286,0.022123679864736092
2021-04-21,144320851,3187988,889242,14753,799286.0,12710.42857142857,0.02208958704102985
2021-04-22,145220252,3201909,899401,13921,810453.1428571428,12748.285714285714,0.02204863960709833
2021-04-23,146127911,3217170,907659,15261,817283.0,13017.0,0.022016122573599237
2021-04-24,146952141,3230302,824230,13132,821595.8571428572,13090.571428571428,0.021982000248638774
2021-04-25,147680627,3241075,728486,10773,825649.5714285714,13324.0,0.02194651435221764
2021-04-26,148369677,3252705,689050,11630,825380.7142857143,13394.857142857143,0.02192297688967807
2021-04-27,149208799,3267706,839122,15001,825312.8571428572,13495.857142857143,0.02190022318992059
2021-04-28,150107590,3283651,898791,15945,826677.0,13666.142857142857,0.02187531623151101
2021-04-29,151001625,3299390,894035,15739,825910.4285714286,13925.857142857143,0.021850029759613514
2021-04-30,151892994,3313809,891369,14419,823583.2857142858,13805.57142857143,0.02181673369345791
2021-05-01,152687904,3326848,794910,13039,819394.7142857143,13792.285714285714,0.021788549798941508
2021-05-02,153375175,3337179,687271,10331,813506.8571428572,13729.142857142857,0.021758273462442666
2021-05-03,154065632,3348864,690457,11685,813707.8571428572,13737.0,0.02173660638344053
2021-05-04,154850588,3362923,784956,14059,805969.8571428572,13602.42857142857,0.02171721169053617
2021-05-05,155692589,3377827,842001,14904,797857.0,13453.714285714286,0.021695489950391923
2021-05-06,156565435,3392403,872846,14576,794830.0,13287.571428571428,0.02166763692126554
2021-05-07,157400261,3406868,834826,14468,786752.4285714286,13294.57142857143,0.02164461468078506
2021-05-08,158188559,3420197,788298,13329,785807.8571428572,13336.0,0.021621013691641253
2021-05-09,158837968,3430671,649410,10474,780399.1428571428,13356.42857142857,0.021598557594239686
2021-05-10,159463612,3441763,625644,11092,771140.1428571428,13271.714285714286,0.02158337539726618
2021-05-11,160189411,3455934,725816,14171,762691.5714285715,13287.714285714286,0.02157404773777463
2021-05-12,160956898,3470075,767487,14141,752046.7142857143,13178.714285714286,0.021559032530559828
2021-05-13,161691597,3483510,734699,13435,732311.4285714285,13015.714285714286,0.02154416224857993
2021-05-14,162401162,3496538,709565,13028,714417.0,12810.0,0.0215302523512732
2021-05-15,163032774,3508823,631612,12285,692033.2857142858,12660.857142857143,0.021522194058968783
2021-05-16,163579396,3519124,546622,10301,677349.2857142857,12636.142857142857,0.02151324730407979
2021-05-17,164122938,3530454,543542,11330,665620.4285714286,12670.142857142857,0.02151103339375999
2021-05-18,164742576,3544530,622000,14076,650789.5714285714,12656.57142857143,0.021515567414704017
2021-05-19,165414621,3557987,672045,13457,637155.0,12558.857142857143,0.02150950731253678
2021-05-20,165696927,3571167,631146,13180,622361.7142857143,12522.428571428572,0.02155240332248286
2021-05-21,166323402,3584143,626475,12976,610491.7142857143,12515.0,0.02154924055726085
2021-05-22,166895763,3595588,572361,11445,602027.2857142857,12395.0,0.021543914209493743
2021-05-23,167377386,3605452,481623,9864,592741.7142857143,12332.571428571428,0.02154085498742345
2021-05-24,167828464,3614598,451078,9146,579532.5714285714,12020.57142857143,0.02153745505291641
2021-05-25,168361871,3627580,533407,12982,566876.4285714286,11864.285714285714,0.021546327434196783
2021-05-26,168930299,3640387,568428,12807,552074.0,11771.42857142857,0.02154963923908049
2021-05-27,169477196,3653327,546897,12940,540038.4285714285,11737.142857142857,0.02155645176003502
2021-05-28,169982707,3665348,505511,12021,522757.85714285716,11600.714285714286,0.02156306405921633
2021-05-29,170463127,3676155,480420,10807,509623.4285714286,11509.57142857143,0.021565690273885448
2021-05-30,170853074,3684555,389947,8400,496526.85714285716,11300.42857142857,0.0215656348097079
2021-05-31,171240130,3693252,387056,8697,487380.85714285716,11236.285714285714,0.02156767809041023
2021-06-01,171700134,3708466,460004,15214,476894.71428571426,11555.142857142857,0.021598503819455377
2021-06-02,172187762,3720392,487628,11926,465351.85714285716,11429.285714285714,0.021606599428361233
2021-06-03,172668261,3730550,480499,10162,455866.4285714286,11032.42857142857,0.02160530243598156
2021-06-04,173093152,3741209,424891,10659,444349.28571428574,10837.857142857143,0.02161384755417707
2021-06-05,173489803,3750622,396651,9413,432382.28571428574,10638.714285714286,0.021618688448219636
2021-06-06,173812784,3757928,322981,7306,422815.71428571426,10482.42857142857,0.02162055007415335
2021-06-07,174134551,3766003,321767,8076,413488.71428571426,10393.714285714286,0.021626971662849378
2021-06-08,174504668,3776657,370117,10654,400647.71428571426,9742.285714285714,0.021642154581217276
2021-06-09,174922960,3786840,418292,10183,390742.5714285714,9493.285714285714,0.021648616053604398
2021-06-10,175376464,3802820,453504,15980,386886.14285714284,10324.42857142857,0.021683753414027094
2021-06-11,175798501,3814560,422037,11740,386478.4285714286,10478.857142857143,0.021698478532533108
2021-06-12,176166881,3824370,368380,9810,382439.71428571426,10535.57142857143,0.02170879099573773
2021-06-13,176469682,3833641,302801,9271,379556.85714285716,10816.285714285714,0.021724077227044586
2021-06-14,176778984,3841632,309302,7993,377776.14285714284,10804.42857142857,0.021731270952434028
2021-06-15,177153741,3852383,374757,10751,378439.0,10818.285714285714,0.021745987289085812
2021-06-16,177542916,3862466,389175,10083,374279.4285714286,10804.0,0.02175511187390884
2021-06-17,177938911,3871765,395995,9300,366063.85714285716,9849.714285714286,0.02175895636452445
2021-06-18,178342418,3880958,403507,9193,363416.71428571426,9485.857142857143,0.02176127274443481
2021-06-19,178689716,3889039,347298,8081,360405.0,9238.857142857143,0.021764201583934467
2021-06-20,178994480,3895907,304764,6868,360685.4285714286,8895.571428571428,0.021765514780120593
2021-06-21,179291135,3902891,296655,6984,358878.71428571426,8751.42857142857,0.021768454976873228
2021-06-22,179701349,3911876,410214,8985,363944.0,8499.142857142857,0.021768762570613758
2021-06-23,180097972,3921222,396623,9346,365008.0,8393.857142857143,0.02177271601925645
2021-06-24,180507231,3929883,409259,8661,366902.85714285716,8302.57142857143,0.021771332806052517
2021-06-25,180924899,3939117,417668,9234,368925.85714285716,8308.42857142857,0.021772111090138012
2021-06-26,181287796,3946659,362897,7542,371154.2857142857,8231.42857142857,0.021770130626994882
2021-06-27,181599032,3952754,311236,6095,372078.85714285716,8121.0,0.021766382543272587
2021-06-28,181932050,3959315,333018,6561,377273.5714285714,8060.571428571428,0.021762603125727434
2021-06-29,182313258,3967474,381208,8159,373129.85714285716,7942.571428571428,0.02176185124177859
2021-06-30,182712726,3976679,399491,9207,373539.5714285714,7922.714285714285,0.021764652561748764
2021-07-01,183148268,3985220,435542,8541,377294.28571428574,7905.571428571428,0.021759528733299296
2021-07-02,183590610,3993596,442342,8376,380819.14285714284,7783.0,0.021752724717239078
2021-07-03,183964437,4000499,373827,6903,382380.5714285714,7691.714285714286,0.021746045405504108
2021-07-04,184292181,4007139,327744,6641,384738.85714285716,7769.714285714286,0.021743402125128684
2021-07-05,184670098,4014530,377917,7391,391153.0,7888.285714285715,0.021738928193994894
2021-07-06,185120629,4023012,450531,8482,401056.28571428574,7934.428571428572,0.02173184059351916
2021-07-07,185585871,4031566,465242,8555,410449.28571428574,7841.285714285714,0.021723453290256132
2021-07-08,186067750,4040486,481879,8920,417068.85714285716,7895.428571428572,0.02171513333181059
2021-07-09,186580986,4048903,513236,8417,427196.5714285714,7901.285714285715,0.021700512398406986
2021-07-10,187002099,4055467,421113,7254,433951.71428571426,7951.428571428572,0.021686745879788225
2021-07-11,187371991,4063098,369892,7631,439972.85714285716,8092.857142857143,0.02168466043572115
2021-07-12,187806155,4071240,434164,8142,448008.14285714284,8200.142857142857,0.02167788377329806
2021-07-13,188331814,4079621,525659,8381,458740.71428571426,8185.714285714285,0.021661879176717323
2021-07-14,188869796,4088212,537982,8594,469132.14285714284,8191.285714285715,0.02164566323775772
2021-07-15,189446223,4096847,576427,8635,482639.0,8150.571428571428,0.02162538231231984
2021-07-16,190042161,4105608,595938,8761,494453.5714285714,8199.714285714286,0.02160366930367625
2021-07-17,190531011,4113118,488850,7510,504130.28571428574,8236.285714285714,0.021587656405182253
2021-07-18,190951220,4119721,420209,6603,511318.4285714286,8089.428571428572,0.021574729923170954
2021-07-19,191440687,4126947,489467,7226,519218.8571428571,7958.571428571428,0.021557313989371548
2021-07-20,191973106,4147646,532419,20699,520184.5714285714,9718.285714285714,0.02160534924095045
2021-07-21,192529214,4156313,556108,8667,522774.0,9728.714285714286,0.02158796015237459
2021-07-22,193094403,4165094,565189,8781,521168.5714285714,9749.57142857143,0.02157024717075823
2021-07-23,193822543,4173425,728140,8331,540054.5714285714,9688.142857142857,0.021532196076903192
2021-07-24,194254462,4182089,491294,8664,540403.7142857143,9853.0,0.021528921173506944
2021-07-25,194700076,4189471,445614,7382,544033.0,9964.285714285714,0.021517562222215056
2021-07-26,195240703,4197977,540627,8506,551341.5714285714,10147.142857142857,0.02150154622215225
2021-07-27,195847033,4207766,606330,9790,561900.2857142857,8588.714285714286,0.021484961684356995
2021-07-28,196497116,4217888,650083,10122,575325.2857142857,8796.571428571428,0.021465393924661978
2021-07-29,197139985,4228154,642869,10266,586422.4285714285,9008.714285714286,0.02144747043579211
2021-07-30,197872339,4237757,732354,9604,587024.4285714285,9190.571428571428,0.021416621552141253
2021-07-31,198389684,4246601,517345,8844,590746.0,9216.285714285714,0.02140535190327739
2021-08-01,198872752,4254020,483068,7419,596096.5714285715,9221.57142857143,0.021390662909919405
2021-08-02,199443855,4262171,571103,8151,600450.2857142857,9170.857142857143,0.021370279871495666
2021-08-03,200078130,4272524,634275,10353,604442.4285714285,9251.285714285714,0.021354277951318317
2021-08-04,200758588,4283016,680458,10498,608781.7142857143,9305.0,0.021334160808104508
2021-08-05,201444210,4294008,685622,10993,614889.2857142857,9408.857142857143,0.021316115265859466
2021-08-06,202263736,4304479,819526,10475,627342.4285714285,9533.285714285714,0.021281516326782376
2021-08-07,202825005,4313156,561269,8682,633617.2857142857,9510.142857142857,0.021265405614066174
2021-08-08,203292722,4320653,467717,7497,631424.2857142857,9521.285714285714,0.021253358002653926
2021-08-09,203911805,4329483,619083,8830,638278.5714285715,9618.285714285714,0.021232135138031856
2021-08-10,204557617,4341001,645812,11518,639926.7142857143,9784.714285714286,0.021221409711670625
2021-08-11,205288310,4351528,730693,10527,647103.1428571428,9788.857142857143,0.021197154382536443
2021-08-12,205994052,4362040,705742,10512,649977.4285714285,9720.142857142857,0.021175562874990197
2021-08-13,206795847,4372514,801795,10474,647444.4285714285,9720.0,0.021144109339874703
2021-08-14,207348758,4381256,552911,8742,646250.4285714285,9728.57142857143,0.021129887838537233
2021-08-15,207815449,4388700,466691,7445,646103.8571428572,9721.142857142857,0.0211182567086242
2021-08-16,208479793,4398564,664344,9864,652569.7142857143,9868.857142857143,0.021098274977661743
2021-08-17,209162480,4409274,682687,10710,657837.5714285715,9753.42857142857,0.021080616370584247
2021-08-18,209898123,4420094,735643,10820,658544.7142857143,9795.285714285714,0.02105828264124115
2021-08-19,210609857,4431541,711734,11447,659400.7142857143,9928.857142857143,0.021041470058070454
2021-08-20,211395070,4442035,785213,10494,657031.8571428572,9931.714285714286,0.021012954559441712
2021-08-21,211954124,4450955,559054,8920,657909.4285714285,9957.142857142857,0.020999614992157453
2021-08-22,212402204,4458738,448080,7783,655250.7142857143,10005.42857142857,0.020991957315094525
2021-08-23,213086398,4468791,684194,10053,658086.4285714286,10032.42857142857,0.020971732789814203
2021-08-24,213763171,4479815,676773,11024,657241.5714285715,10077.285714285714,0.02095690749273176
2021-08-25,214500582,4491128,737411,11313,657494.1428571428,10147.714285714286,0.020937602863940016
2021-08-26,215237031,4502719,736449,11591,661024.8571428572,10168.285714285714,0.020919815605521894
2021-08-27,215988154,4513136,751123,10417,656154.8571428572,10157.285714285714,0.02089529410024959
2021-08-28,216545334,4521572,557180,8436,655887.1428571428,10088.142857142857,0.02088048685454474
2021-08-29,216992164,4528394,446830,6822,655708.5714285715,9950.857142857143,0.020868928704725023
2021-08-30,217664015,4537965,671851,9571,653945.2857142857,9882.0,0.020848485221592553
2021-08-31,218284677,4547280,620662,9596,645929.4285714285,9678.0,0.02083187909703804
2021-09-01,219003757,4559705,719080,12425,643310.7142857143,9836.857142857143,0.020820213600262573
2021-09-02,219680532,4570959,678482,11254,635029.7142857143,9788.714285714286,0.020807301213199902
2021-09-03,220404105,4581684,723573,10725,631094.0,9832.714285714286,0.02078765275265631
2021-09-04,220900816,4589458,496711,7774,622455.5714285715,9738.142857142857,0.020776102520146417
2021-09-05,221347788,4596034,446972,6578,622475.8571428572,9703.285714285714,0.02076385782540551
2021-09-06,221825561,4604204,477786,8170,594752.2857142857,9503.142857142857,0.02075596689238171
2021-09-07,222482051,4614669,656490,10468,599870.5714285714,9627.714285714286,0.020741758623935017
2021-09-08,223119762,4624746,637711,10077,588246.4285714285,9292.285714285714,0.020727639535578206
2021-09-09,223759907,4635493,640145,10747,582769.7142857143,9219.857142857143,0.020716369890160884
2021-09-10,224418618,4644672,658711,9179,573503.7142857143,8999.0,0.020696464675671426
2021-09-11,224887140,4653045,468522,8374,569476.7142857143,9084.714285714286,0.020690578394122493
2021-09-12,225258543,4658713,371403,5668,558681.1428571428,8954.714285714286,0.02068162626799908
2021-09-13,225836445,4667871,577902,9158,572983.4285714285,9095.857142857143,0.020669254690047923
2021-09-14,226386274,4677775,549829,9904,557746.1428571428,9015.285714285714,0.0206628030814271
2021-09-15,226953125,4688201,568027,10426,547791.2857142857,9065.142857142857,0.020657133493975903
2021-09-16,227540479,4698716,587354,10515,540249.7142857143,9032.0,0.020650022451609587
2021-09-17,228163698,4707779,623219,9063,535179.4285714285,9015.428571428572,0.020633339314127
2021-09-18,228687569,4714262,523871,6483,543086.4285714286,8745.285714285714,0.020614421765968397
2021-09-19,229050966,4720360,363397,6098,541942.7142857143,8806.714285714286,0.020608339193819422
2021-09-20,229581157,4728733,530191,8403,535126.8571428572,8698.857142857143,0.020597217392714855
2021-09-21,230069837,4738088,488680,9355,526391.2857142857,8620.428571428572,0.02059412942514494
2021-09-22,230604815,4747809,534978,9721,521670.0,8519.714285714286,0.020588507659738155
2021-09-23,231152445,4757656,547630,9847,515995.14285714284,8424.285714285714,0.02058233041835227
2021-09-24,231701691,4766356,549246,8700,505427.5714285714,8372.42857142857,0.020571088538149686
2021-09-25,232075693,4771829,374125,5473,484035.28571428574,8228.142857142857,0.020561519986498543
2021-09-26,232431512,4777361,355819,5532,482952.71428571426,8147.285714285715,0.02055384383508205
2021-09-27,232914281,4785135,482769,7774,476178.14285714284,8057.428571428571,0.020544618301013496
2021-09-28,233365258,4794511,450977,9376,470792.0,8060.428571428571,0.020545093306048152
2021-09-29,233856235,4803804,490977,9293,464506.14285714284,7999.285714285714,0.020541697338110315
2021-09-30,234346132,4812680,489897,8876,456258.5714285714,7860.571428571428,0.02053663083289124
2021-10-01,234868134,4821315,522002,8635,452366.5714285714,7851.285714285714,0.020527752819801428
2021-10-02,235218776,4827259,350642,5944,449011.85714285716,7918.571428571428,0.020522422070591847
2021-10-03,235527819,4831615,309043,4356,442329.5714285714,7750.571428571428,0.02051398862569181
2021-10-04,235974883,4838855,447064,7240,437228.85714285716,7674.285714285715,0.02050580527250436
2021-10-05,236397732,4846217,422849,7362,433210.5714285714,7386.571428571428,0.020500268589717267
